data;pais;valor
06/01/2009;BRASIL;R$ 951,17
04/07/2020;CHILE;R$ 459,77
30/01/2016;BRASIL;R$ 528,45
30/09/2007;ESPANHA;R$ 520,30
16/12/2009;MÉXICO;R$ 34,97
01/06/2002;BRASIL;R$ 137,67
31/12/2009;ARGENTINA;R$ 65,38
20/11/2009;ARGENTINA;R$ 451,45
02/11/2013;MÉXICO;R$ 917,00
13/10/2017;ESPANHA;R$ 783,99
05/02/2001;MÉXICO;R$ 53,24
03/06/2009;BRASIL;R$ 738,11
25/08/2004;CHILE;R$ 499,90
21/07/2014;ARGENTINA;R$ 28,21
28/05/2012;ARGENTINA;R$ 719,60
02/08/2007;CHILE;R$ 880,47
26/08/2006;BRASIL;R$ 588,51
12/01/2012;MÉXICO;R$ 502,57
29/09/2005;BRASIL;R$ 859,69
03/02/2017;MÉXICO;R$ 219,26
04/04/2009;MÉXICO;R$ 89,26
29/12/2000;MÉXICO;R$ 771,26
04/04/2003;BRASIL;R$ 175,94
26/04/2012;ESPANHA;R$ 733,23
10/09/2004;CHILE;R$ 398,08
23/11/2005;MÉXICO;R$ 456,75
26/12/2018;CHILE;R$ 78,48
13/08/2006;ESPANHA;R$ 799,08
03/04/2010;ARGENTINA;R$ 366,20
16/05/2000;BRASIL;R$ 816,69
11/10/2007;ARGENTINA;R$ 931,29
25/09/2012;ESPANHA;R$ 573,22
03/09/2009;MÉXICO;R$ 924,76
10/05/2001;CHILE;R$ 179,15
01/02/2020;CHILE;R$ 366,57
23/09/2019;ARGENTINA;R$ 850,98
13/09/2000;ARGENTINA;R$ 30,08
05/11/2018;CHILE;R$ 601,17
30/04/2005;MÉXICO;R$ 325,43
07/08/2007;ESPANHA;R$ 418,34
23/02/2002;MÉXICO;R$ 371,02
14/07/2019;ESPANHA;R$ 271,73
01/01/2001;CHILE;R$ 220,33
18/06/2016;MÉXICO;R$ 449,88
11/08/2009;CHILE;R$ 231,66
21/08/2004;CHILE;R$ 363,11
06/02/2004;CHILE;R$ 921,45
18/09/2016;MÉXICO;R$ 882,11
31/12/2010;ESPANHA;R$ 993,39
22/03/2010;BRASIL;R$ 177,83
31/12/2009;MÉXICO;R$ 960,24
10/12/2013;ESPANHA;R$ 85,22
31/01/2013;CHILE;R$ 284,18
05/03/2018;BRASIL;R$ 574,32
18/02/2002;BRASIL;R$ 338,54
06/11/2014;CHILE;R$ 344,88
15/06/2004;ARGENTINA;R$ 126,69
17/02/2004;BRASIL;R$ 891,67
13/12/2006;ARGENTINA;R$ 935,15
11/11/2013;ESPANHA;R$ 285,48
28/08/2007;MÉXICO;R$ 876,24
13/04/2015;BRASIL;R$ 283,81
19/04/2004;BRASIL;R$ 168,79
13/07/2000;CHILE;R$ 324,36
20/11/2012;CHILE;R$ 92,63
02/06/2002;CHILE;R$ 185,11
08/10/2020;BRASIL;R$ 336,56
31/01/2017;CHILE;R$ 257,99
06/09/2010;ARGENTINA;R$ 896,69
23/08/2012;ARGENTINA;R$ 95,51
04/07/2006;CHILE;R$ 18,18
28/11/2018;MÉXICO;R$ 127,37
19/06/2014;CHILE;R$ 190,51
19/04/2001;ESPANHA;R$ 417,70
25/04/2007;MÉXICO;R$ 111,96
10/05/2015;ESPANHA;R$ 648,79
04/12/2000;ARGENTINA;R$ 150,12
03/11/2003;ESPANHA;R$ 58,61
29/12/2005;BRASIL;R$ 762,77
03/04/2005;MÉXICO;R$ 985,86
18/08/2006;ARGENTINA;R$ 104,86
22/12/2014;ARGENTINA;R$ 16,13
27/01/2006;CHILE;R$ 186,13
29/02/2000;ARGENTINA;R$ 572,30
30/09/2010;BRASIL;R$ 101,09
17/12/2007;ESPANHA;R$ 138,54
21/12/2016;CHILE;R$ 752,63
03/01/2008;BRASIL;R$ 115,71
14/08/2015;ARGENTINA;R$ 314,56
05/07/2001;BRASIL;R$ 789,99
27/11/2014;ARGENTINA;R$ 343,03
18/07/2011;MÉXICO;R$ 787,58
08/10/2002;CHILE;R$ 596,31
26/04/2001;MÉXICO;R$ 392,23
24/05/2000;MÉXICO;R$ 594,11
28/07/2009;BRASIL;R$ 264,85
12/08/2019;ARGENTINA;R$ 131,63
28/02/2014;BRASIL;R$ 955,83
23/11/2008;BRASIL;R$ 224,60
16/07/2007;BRASIL;R$ 426,60
27/09/2009;BRASIL;R$ 758,12
09/03/2015;ESPANHA;R$ 661,30
04/03/2020;BRASIL;R$ 294,23
30/03/2015;ESPANHA;R$ 90,23
19/05/2015;ESPANHA;R$ 142,86
17/04/2002;ESPANHA;R$ 935,03
11/08/2005;MÉXICO;R$ 919,80
25/10/2008;MÉXICO;R$ 298,85
31/08/2020;ESPANHA;R$ 682,83
05/03/2016;ESPANHA;R$ 620,60
05/06/2003;BRASIL;R$ 238,60
18/03/2008;ESPANHA;R$ 74,83
31/03/2019;MÉXICO;R$ 264,70
18/03/2020;MÉXICO;R$ 152,94
23/07/2016;BRASIL;R$ 405,98
02/11/2001;ESPANHA;R$ 56,80
12/12/2010;CHILE;R$ 947,13
21/05/2015;BRASIL;R$ 184,17
22/09/2000;ARGENTINA;R$ 366,95
11/01/2005;ARGENTINA;R$ 31,61
23/03/2008;CHILE;R$ 110,81
01/10/2009;ARGENTINA;R$ 565,76
14/02/2014;MÉXICO;R$ 811,30
01/05/2003;ARGENTINA;R$ 666,24
19/03/2006;ESPANHA;R$ 770,32
24/05/2017;BRASIL;R$ 653,04
29/11/2002;CHILE;R$ 196,83
17/06/2002;MÉXICO;R$ 459,73
26/07/2006;MÉXICO;R$ 169,31
27/01/2000;MÉXICO;R$ 125,77
15/04/2005;MÉXICO;R$ 180,66
03/02/2005;ESPANHA;R$ 514,17
06/08/2012;MÉXICO;R$ 428,72
10/10/2002;MÉXICO;R$ 199,58
22/07/2004;CHILE;R$ 751,00
25/10/2015;ARGENTINA;R$ 411,16
28/03/2005;BRASIL;R$ 148,09
01/06/2009;MÉXICO;R$ 407,89
04/10/2017;MÉXICO;R$ 336,71
06/10/2012;ESPANHA;R$ 761,08
07/04/2019;BRASIL;R$ 637,14
11/08/2012;BRASIL;R$ 822,32
10/09/2017;MÉXICO;R$ 303,65
02/03/2018;MÉXICO;R$ 149,55
15/09/2013;ARGENTINA;R$ 931,71
09/04/2008;MÉXICO;R$ 421,77
18/02/2003;ARGENTINA;R$ 171,98
09/08/2007;MÉXICO;R$ 564,82
16/11/2003;ARGENTINA;R$ 157,23
21/01/2013;BRASIL;R$ 989,68
10/01/2002;ARGENTINA;R$ 468,07
28/05/2008;BRASIL;R$ 757,92
23/08/2018;MÉXICO;R$ 966,29
17/11/2002;ESPANHA;R$ 232,63
06/07/2003;ESPANHA;R$ 738,97
25/01/2008;CHILE;R$ 861,92
12/07/2010;BRASIL;R$ 609,95
20/09/2012;ARGENTINA;R$ 940,95
22/02/2012;BRASIL;R$ 311,82
19/10/2002;CHILE;R$ 395,45
13/12/2016;ESPANHA;R$ 335,22
19/11/2006;MÉXICO;R$ 815,06
21/12/2002;ARGENTINA;R$ 871,62
03/01/2008;BRASIL;R$ 662,44
25/12/2016;ARGENTINA;R$ 62,78
08/05/2011;MÉXICO;R$ 701,37
10/06/2001;BRASIL;R$ 126,70
16/05/2014;MÉXICO;R$ 732,50
12/06/2019;MÉXICO;R$ 268,76
20/09/2003;ESPANHA;R$ 953,36
14/10/2018;MÉXICO;R$ 368,76
07/09/2011;BRASIL;R$ 114,47
01/04/2009;BRASIL;R$ 158,48
19/02/2000;MÉXICO;R$ 706,34
04/01/2001;ARGENTINA;R$ 785,59
26/04/2002;BRASIL;R$ 16,95
01/02/2004;BRASIL;R$ 26,92
18/10/2013;CHILE;R$ 317,33
19/05/2020;MÉXICO;R$ 343,36
11/06/2014;MÉXICO;R$ 826,80
10/02/2015;ESPANHA;R$ 207,52
18/03/2014;ESPANHA;R$ 641,22
16/08/2020;ARGENTINA;R$ 751,35
01/04/2009;MÉXICO;R$ 520,66
07/03/2011;CHILE;R$ 112,35
31/08/2001;BRASIL;R$ 917,43
21/12/2004;CHILE;R$ 521,13
20/09/2015;ARGENTINA;R$ 127,09
26/10/2007;ESPANHA;R$ 921,72
09/12/2000;ARGENTINA;R$ 101,75
25/07/2001;ARGENTINA;R$ 375,21
01/02/2020;MÉXICO;R$ 856,13
22/09/2019;MÉXICO;R$ 146,53
09/09/2008;BRASIL;R$ 473,55
24/04/2011;MÉXICO;R$ 776,50
17/09/2000;CHILE;R$ 338,96
09/12/2018;CHILE;R$ 171,70
21/12/2010;BRASIL;R$ 399,77
08/12/2000;ESPANHA;R$ 115,16
05/08/2015;CHILE;R$ 299,49
13/06/2006;ESPANHA;R$ 372,25
19/11/2000;MÉXICO;R$ 831,20
29/06/2005;CHILE;R$ 430,82
06/02/2002;BRASIL;R$ 247,54
15/02/2014;BRASIL;R$ 237,62
31/05/2001;BRASIL;R$ 112,38
25/11/2001;MÉXICO;R$ 22,71
06/01/2012;MÉXICO;R$ 489,84
23/08/2002;MÉXICO;R$ 605,67
12/01/2014;CHILE;R$ 649,06
05/09/2003;ARGENTINA;R$ 419,71
20/10/2007;ESPANHA;R$ 289,66
22/05/2020;ARGENTINA;R$ 920,35
22/07/2017;MÉXICO;R$ 649,72
05/05/2015;MÉXICO;R$ 572,19
22/07/2003;CHILE;R$ 916,21
25/08/2004;ESPANHA;R$ 27,09
24/09/2018;CHILE;R$ 730,65
11/01/2011;ESPANHA;R$ 225,51
06/09/2000;ESPANHA;R$ 418,25
29/03/2009;BRASIL;R$ 613,51
03/06/2005;ARGENTINA;R$ 672,03
04/07/2013;ESPANHA;R$ 225,07
22/09/2017;ARGENTINA;R$ 641,54
30/03/2014;ESPANHA;R$ 347,80
23/02/2010;CHILE;R$ 821,71
28/02/2010;MÉXICO;R$ 431,23
08/06/2017;ESPANHA;R$ 46,38
28/03/2010;BRASIL;R$ 235,41
16/06/2020;ESPANHA;R$ 305,95
02/11/2017;MÉXICO;R$ 232,46
12/09/2003;MÉXICO;R$ 376,60
19/09/2014;ESPANHA;R$ 423,02
31/12/2012;ESPANHA;R$ 311,46
22/02/2005;ARGENTINA;R$ 459,28
26/10/2006;CHILE;R$ 111,49
12/04/2020;BRASIL;R$ 630,08
22/05/2020;MÉXICO;R$ 480,13
17/11/2012;ESPANHA;R$ 647,48
18/12/2010;ESPANHA;R$ 656,76
28/06/2009;ARGENTINA;R$ 981,94
03/03/2017;BRASIL;R$ 471,85
04/12/2017;ESPANHA;R$ 271,98
02/11/2010;BRASIL;R$ 388,70
13/11/2011;MÉXICO;R$ 503,38
15/08/2018;ARGENTINA;R$ 98,94
25/04/2010;CHILE;R$ 531,13
03/08/2010;BRASIL;R$ 735,71
19/09/2004;ARGENTINA;R$ 425,39
14/11/2010;BRASIL;R$ 179,60
01/01/2005;CHILE;R$ 621,59
13/10/2004;ARGENTINA;R$ 777,09
23/12/2013;ARGENTINA;R$ 674,95
23/11/2002;ESPANHA;R$ 624,17
06/05/2016;ARGENTINA;R$ 947,98
17/09/2011;ESPANHA;R$ 879,63
27/05/2006;MÉXICO;R$ 975,20
22/09/2017;BRASIL;R$ 490,68
15/02/2013;BRASIL;R$ 454,52
05/07/2018;ESPANHA;R$ 67,88
09/07/2006;MÉXICO;R$ 707,50
17/07/2004;CHILE;R$ 757,64
09/02/2008;CHILE;R$ 712,95
11/08/2019;ARGENTINA;R$ 567,57
08/10/2011;BRASIL;R$ 319,19
20/12/2015;ESPANHA;R$ 435,25
21/06/2018;CHILE;R$ 121,36
15/10/2016;CHILE;R$ 739,15
05/06/2014;ESPANHA;R$ 94,58
24/04/2020;MÉXICO;R$ 515,80
07/08/2008;MÉXICO;R$ 46,47
06/11/2016;BRASIL;R$ 230,36
21/09/2012;ESPANHA;R$ 516,07
06/12/2004;BRASIL;R$ 500,05
25/08/2001;MÉXICO;R$ 37,82
27/08/2009;BRASIL;R$ 732,26
27/05/2001;BRASIL;R$ 437,97
10/11/2017;CHILE;R$ 807,09
14/01/2017;ESPANHA;R$ 199,59
13/02/2006;CHILE;R$ 7,91
14/01/2015;BRASIL;R$ 3,71
01/12/2003;MÉXICO;R$ 809,97
25/04/2016;BRASIL;R$ 813,47
13/04/2014;ARGENTINA;R$ 297,66
06/07/2018;MÉXICO;R$ 105,52
21/02/2009;MÉXICO;R$ 532,08
25/09/2017;BRASIL;R$ 14,07
26/12/2010;ESPANHA;R$ 972,64
22/01/2015;MÉXICO;R$ 469,05
16/06/2008;ARGENTINA;R$ 735,09
04/12/2012;ESPANHA;R$ 196,84
06/10/2019;BRASIL;R$ 401,85
14/11/2010;ARGENTINA;R$ 836,35
26/09/2011;ARGENTINA;R$ 531,45
28/08/2002;ARGENTINA;R$ 863,19
05/08/2018;ARGENTINA;R$ 621,99
01/10/2012;CHILE;R$ 837,03
07/06/2001;BRASIL;R$ 726,37
10/12/2007;MÉXICO;R$ 286,97
30/05/2018;MÉXICO;R$ 925,45
12/05/2019;MÉXICO;R$ 760,40
22/01/2011;BRASIL;R$ 696,22
26/04/2019;MÉXICO;R$ 500,05
28/10/2010;ARGENTINA;R$ 97,84
30/04/2006;BRASIL;R$ 662,22
13/09/2011;CHILE;R$ 308,75
31/01/2019;CHILE;R$ 952,01
13/08/2004;ARGENTINA;R$ 221,06
25/12/2007;BRASIL;R$ 254,72
20/11/2003;BRASIL;R$ 854,65
07/07/2005;MÉXICO;R$ 216,92
31/01/2017;ESPANHA;R$ 172,51
01/06/2003;BRASIL;R$ 647,72
29/11/2018;CHILE;R$ 753,02
30/03/2003;CHILE;R$ 873,14
18/02/2002;ARGENTINA;R$ 13,26
11/11/2006;BRASIL;R$ 135,46
15/05/2009;ARGENTINA;R$ 110,45
28/05/2017;CHILE;R$ 165,95
30/05/2005;MÉXICO;R$ 940,23
19/06/2005;MÉXICO;R$ 889,48
20/07/2014;MÉXICO;R$ 430,65
20/12/2018;ARGENTINA;R$ 322,28
13/08/2000;CHILE;R$ 439,92
13/10/2012;ARGENTINA;R$ 930,77
29/05/2014;BRASIL;R$ 860,89
18/07/2017;ARGENTINA;R$ 3,52
08/07/2013;ARGENTINA;R$ 625,21
18/06/2007;CHILE;R$ 794,59
05/06/2017;ARGENTINA;R$ 616,15
21/05/2014;ARGENTINA;R$ 345,75
19/11/2016;MÉXICO;R$ 25,15
03/02/2007;MÉXICO;R$ 16,24
19/02/2006;CHILE;R$ 22,03
07/09/2019;MÉXICO;R$ 840,44
11/08/2004;BRASIL;R$ 766,87
25/10/2000;CHILE;R$ 781,21
26/02/2005;ESPANHA;R$ 412,90
16/09/2003;ESPANHA;R$ 937,18
26/05/2006;MÉXICO;R$ 132,52
06/05/2007;MÉXICO;R$ 246,54
08/12/2019;ARGENTINA;R$ 642,95
29/07/2015;MÉXICO;R$ 758,76
31/05/2005;ESPANHA;R$ 438,21
23/12/2016;BRASIL;R$ 643,54
05/05/2013;ARGENTINA;R$ 968,07
12/07/2009;CHILE;R$ 609,55
20/11/2000;ESPANHA;R$ 984,24
27/10/2016;BRASIL;R$ 609,47
14/01/2009;CHILE;R$ 18,59
05/01/2008;MÉXICO;R$ 772,39
23/11/2019;ARGENTINA;R$ 814,28
06/12/2019;MÉXICO;R$ 136,74
01/11/2019;MÉXICO;R$ 653,28
10/05/2007;MÉXICO;R$ 637,48
19/10/2006;CHILE;R$ 411,72
22/01/2018;ARGENTINA;R$ 526,59
29/01/2010;MÉXICO;R$ 563,81
15/07/2017;CHILE;R$ 307,24
21/01/2001;BRASIL;R$ 394,64
10/06/2008;CHILE;R$ 261,11
26/07/2007;ARGENTINA;R$ 396,90
08/01/2012;MÉXICO;R$ 435,70
09/01/2018;BRASIL;R$ 773,45
11/12/2009;MÉXICO;R$ 555,28
28/08/2001;BRASIL;R$ 131,18
19/05/2017;BRASIL;R$ 725,80
12/04/2002;ESPANHA;R$ 800,01
12/08/2017;ESPANHA;R$ 404,67
02/11/2016;MÉXICO;R$ 184,43
02/03/2014;ESPANHA;R$ 857,16
12/09/2019;ESPANHA;R$ 956,63
30/05/2016;CHILE;R$ 880,04
10/07/2019;ARGENTINA;R$ 800,65
27/04/2019;CHILE;R$ 799,74
13/10/2011;CHILE;R$ 26,37
26/02/2013;ARGENTINA;R$ 698,64
19/03/2011;ARGENTINA;R$ 263,80
17/02/2002;MÉXICO;R$ 499,68
02/04/2011;ARGENTINA;R$ 830,62
16/01/2019;BRASIL;R$ 673,76
10/12/2007;CHILE;R$ 800,67
07/08/2017;MÉXICO;R$ 397,00
13/10/2004;BRASIL;R$ 510,61
02/11/2012;CHILE;R$ 839,88
25/11/2002;CHILE;R$ 695,18
27/06/2001;CHILE;R$ 928,65
25/02/2014;MÉXICO;R$ 332,60
02/12/2007;ARGENTINA;R$ 419,54
14/08/2013;MÉXICO;R$ 473,25
09/03/2016;ESPANHA;R$ 726,21
11/01/2012;BRASIL;R$ 815,78
14/02/2003;CHILE;R$ 361,30
12/12/2000;BRASIL;R$ 366,52
08/01/2007;ARGENTINA;R$ 598,85
08/05/2011;CHILE;R$ 754,25
21/09/2005;ESPANHA;R$ 559,91
18/02/2009;ESPANHA;R$ 44,00
04/04/2006;CHILE;R$ 866,36
08/03/2005;BRASIL;R$ 840,82
07/11/2007;CHILE;R$ 342,83
05/06/2002;BRASIL;R$ 962,56
26/08/2014;ESPANHA;R$ 158,41
19/03/2016;ESPANHA;R$ 827,25
20/10/2005;ESPANHA;R$ 170,26
17/04/2005;ARGENTINA;R$ 405,79
01/12/2002;BRASIL;R$ 508,23
11/09/2008;CHILE;R$ 770,01
19/08/2001;ARGENTINA;R$ 655,89
08/11/2015;CHILE;R$ 957,86
09/01/2014;ESPANHA;R$ 210,29
15/03/2009;MÉXICO;R$ 118,60
28/11/2007;CHILE;R$ 223,13
23/01/2017;CHILE;R$ 423,83
12/11/2004;CHILE;R$ 533,41
28/06/2001;CHILE;R$ 287,75
08/09/2008;ARGENTINA;R$ 30,44
27/02/2017;MÉXICO;R$ 253,47
17/06/2020;ESPANHA;R$ 3,86
01/06/2007;MÉXICO;R$ 973,42
26/11/2015;MÉXICO;R$ 52,73
29/09/2018;ESPANHA;R$ 896,71
29/04/2008;CHILE;R$ 862,50
28/01/2003;MÉXICO;R$ 86,04
12/07/2002;CHILE;R$ 222,32
15/11/2012;CHILE;R$ 487,86
20/02/2010;ESPANHA;R$ 395,94
17/04/2014;BRASIL;R$ 108,69
06/03/2012;ESPANHA;R$ 724,51
28/04/2015;CHILE;R$ 83,65
05/06/2019;BRASIL;R$ 348,05
25/08/2003;MÉXICO;R$ 411,38
01/12/2019;BRASIL;R$ 60,42
14/12/2007;BRASIL;R$ 639,13
29/06/2019;MÉXICO;R$ 973,66
11/02/2008;MÉXICO;R$ 28,89
13/11/2007;CHILE;R$ 568,39
01/05/2008;CHILE;R$ 690,45
18/07/2005;MÉXICO;R$ 86,80
11/05/2001;ESPANHA;R$ 218,61
04/10/2019;BRASIL;R$ 432,94
12/10/2016;ESPANHA;R$ 787,49
23/06/2004;ESPANHA;R$ 540,21
25/06/2003;BRASIL;R$ 870,95
25/07/2007;BRASIL;R$ 92,93
06/03/2008;CHILE;R$ 492,69
19/07/2016;MÉXICO;R$ 543,99
26/08/2004;BRASIL;R$ 234,50
04/05/2007;CHILE;R$ 459,02
26/07/2007;CHILE;R$ 320,57
06/07/2008;CHILE;R$ 642,11
16/03/2016;ESPANHA;R$ 673,50
30/04/2012;ESPANHA;R$ 544,93
05/02/2013;BRASIL;R$ 971,33
14/04/2006;ARGENTINA;R$ 728,60
28/08/2016;ESPANHA;R$ 787,76
14/02/2018;ESPANHA;R$ 966,39
18/01/2002;ESPANHA;R$ 547,89
24/11/2001;ARGENTINA;R$ 985,07
22/08/2010;MÉXICO;R$ 267,01
22/05/2018;MÉXICO;R$ 267,88
27/06/2014;ARGENTINA;R$ 692,32
24/06/2003;CHILE;R$ 352,34
11/12/2000;MÉXICO;R$ 859,46
26/12/2003;MÉXICO;R$ 383,76
06/11/2007;CHILE;R$ 982,55
30/11/2007;MÉXICO;R$ 435,38
08/11/2006;CHILE;R$ 765,67
30/04/2000;ARGENTINA;R$ 148,14
14/06/2011;CHILE;R$ 518,72
18/04/2015;MÉXICO;R$ 401,78
16/03/2012;MÉXICO;R$ 373,08
19/01/2017;CHILE;R$ 506,93
16/12/2013;MÉXICO;R$ 16,82
13/04/2002;CHILE;R$ 616,90
23/05/2002;ARGENTINA;R$ 999,94
23/01/2007;BRASIL;R$ 112,80
27/02/2002;ESPANHA;R$ 9,26
13/11/2018;MÉXICO;R$ 238,00
24/01/2011;ESPANHA;R$ 394,29
22/08/2011;MÉXICO;R$ 523,17
13/11/2012;ESPANHA;R$ 293,09
06/05/2020;ESPANHA;R$ 721,28
18/08/2008;MÉXICO;R$ 907,74
24/02/2006;CHILE;R$ 871,17
31/03/2020;BRASIL;R$ 782,64
22/12/2017;CHILE;R$ 399,91
18/10/2015;MÉXICO;R$ 484,17
22/09/2017;MÉXICO;R$ 851,94
08/04/2009;ARGENTINA;R$ 50,67
25/05/2019;ARGENTINA;R$ 833,49
10/09/2014;ESPANHA;R$ 2,67
04/08/2018;ESPANHA;R$ 327,62
28/12/2017;CHILE;R$ 876,56
29/03/2015;MÉXICO;R$ 251,02
18/04/2009;BRASIL;R$ 49,24
10/06/2016;ESPANHA;R$ 268,90
19/01/2003;ESPANHA;R$ 880,31
11/08/2013;BRASIL;R$ 807,71
10/11/2007;ESPANHA;R$ 845,96
19/05/2001;ARGENTINA;R$ 43,88
14/03/2016;CHILE;R$ 806,11
07/04/2006;MÉXICO;R$ 954,41
27/08/2011;MÉXICO;R$ 610,45
12/01/2002;BRASIL;R$ 296,34
22/10/2019;MÉXICO;R$ 442,68
31/10/2016;MÉXICO;R$ 584,49
23/01/2010;CHILE;R$ 486,92
23/04/2005;MÉXICO;R$ 29,31
30/04/2001;BRASIL;R$ 484,65
24/06/2018;ARGENTINA;R$ 732,65
22/01/2018;ARGENTINA;R$ 399,38
02/01/2013;ARGENTINA;R$ 43,03
18/07/2007;ARGENTINA;R$ 724,90
16/01/2000;ARGENTINA;R$ 862,77
20/10/2002;CHILE;R$ 339,12
21/04/2001;BRASIL;R$ 902,53
21/12/2005;ARGENTINA;R$ 171,90
03/10/2006;MÉXICO;R$ 426,93
09/03/2010;ARGENTINA;R$ 234,92
17/01/2005;CHILE;R$ 89,77
27/11/2013;CHILE;R$ 481,50
23/05/2009;ESPANHA;R$ 983,93
13/09/2004;ESPANHA;R$ 25,59
04/03/2015;CHILE;R$ 697,15
01/12/2011;MÉXICO;R$ 725,14
28/04/2015;CHILE;R$ 756,52
30/08/2011;MÉXICO;R$ 517,75
07/04/2019;MÉXICO;R$ 10,72
05/11/2011;ARGENTINA;R$ 75,91
03/01/2016;MÉXICO;R$ 814,42
12/11/2007;ESPANHA;R$ 442,32
09/01/2009;MÉXICO;R$ 614,98
29/05/2018;ESPANHA;R$ 94,01
14/04/2004;MÉXICO;R$ 757,62
06/06/2002;ARGENTINA;R$ 642,05
12/12/2010;ARGENTINA;R$ 666,14
19/12/2019;ESPANHA;R$ 868,13
06/08/2016;ESPANHA;R$ 545,20
23/06/2002;ARGENTINA;R$ 333,43
06/10/2004;ESPANHA;R$ 212,39
03/09/2007;ESPANHA;R$ 616,14
12/06/2004;MÉXICO;R$ 569,20
30/05/2005;CHILE;R$ 589,99
20/09/2006;CHILE;R$ 399,81
08/03/2016;MÉXICO;R$ 659,00
17/06/2011;ESPANHA;R$ 198,00
07/07/2007;ARGENTINA;R$ 461,63
26/05/2013;ESPANHA;R$ 777,32
23/08/2013;ARGENTINA;R$ 992,71
29/09/2004;BRASIL;R$ 801,57
27/10/2001;CHILE;R$ 256,29
08/12/2008;CHILE;R$ 12,45
23/09/2000;MÉXICO;R$ 292,27
07/06/2007;BRASIL;R$ 799,73
09/11/2000;ESPANHA;R$ 920,90
13/07/2010;ARGENTINA;R$ 269,42
15/02/2017;CHILE;R$ 229,08
26/11/2012;MÉXICO;R$ 297,12
25/11/2015;BRASIL;R$ 82,91
26/12/2001;CHILE;R$ 402,53
05/11/2001;MÉXICO;R$ 652,33
09/03/2006;CHILE;R$ 870,63
20/07/2003;ESPANHA;R$ 738,92
21/04/2017;BRASIL;R$ 427,71
15/01/2008;CHILE;R$ 628,23
14/09/2009;ESPANHA;R$ 441,21
28/01/2013;CHILE;R$ 276,11
06/12/2010;ARGENTINA;R$ 119,02
29/05/2007;CHILE;R$ 770,26
28/12/2017;ESPANHA;R$ 789,15
23/02/2011;CHILE;R$ 416,93
18/10/2013;MÉXICO;R$ 289,57
25/01/2008;MÉXICO;R$ 183,56
29/11/2004;MÉXICO;R$ 86,17
02/01/2009;ESPANHA;R$ 416,37
14/10/2009;MÉXICO;R$ 556,09
21/04/2018;ESPANHA;R$ 995,67
01/06/2003;ESPANHA;R$ 363,59
14/08/2011;MÉXICO;R$ 420,16
24/01/2019;ESPANHA;R$ 292,15
02/05/2007;ESPANHA;R$ 611,32
25/05/2001;ESPANHA;R$ 267,38
22/02/2014;ESPANHA;R$ 988,48
04/09/2005;CHILE;R$ 713,77
25/06/2006;CHILE;R$ 242,65
21/08/2002;ARGENTINA;R$ 624,74
01/03/2018;CHILE;R$ 937,67
15/02/2018;BRASIL;R$ 798,31
06/01/2004;ESPANHA;R$ 220,40
10/01/2016;MÉXICO;R$ 509,48
19/05/2010;BRASIL;R$ 796,79
12/05/2017;CHILE;R$ 431,70
21/02/2003;ESPANHA;R$ 952,44
27/06/2002;MÉXICO;R$ 983,18
20/02/2013;CHILE;R$ 637,09
01/06/2000;CHILE;R$ 32,02
13/04/2009;ARGENTINA;R$ 972,86
19/04/2007;CHILE;R$ 24,07
11/12/2014;ARGENTINA;R$ 865,36
28/12/2006;ESPANHA;R$ 800,95
06/06/2015;MÉXICO;R$ 965,59
16/03/2019;ESPANHA;R$ 839,11
02/03/2018;BRASIL;R$ 628,54
13/05/2006;MÉXICO;R$ 303,84
12/06/2008;ARGENTINA;R$ 536,45
04/03/2003;MÉXICO;R$ 414,72
14/10/2010;ESPANHA;R$ 782,94
19/09/2020;CHILE;R$ 121,78
24/02/2020;ARGENTINA;R$ 788,57
26/03/2013;ESPANHA;R$ 394,37
25/03/2018;MÉXICO;R$ 607,82
29/12/2012;MÉXICO;R$ 169,14
14/08/2017;ESPANHA;R$ 326,26
24/02/2004;CHILE;R$ 879,91
03/08/2008;ESPANHA;R$ 236,57
09/06/2005;ESPANHA;R$ 340,14
05/02/2008;CHILE;R$ 210,69
26/10/2006;MÉXICO;R$ 367,10
25/08/2003;BRASIL;R$ 797,19
08/02/2015;ARGENTINA;R$ 809,42
07/06/2018;MÉXICO;R$ 263,00
06/10/2003;ARGENTINA;R$ 787,22
27/07/2016;BRASIL;R$ 212,95
18/04/2003;ESPANHA;R$ 728,10
09/01/2008;CHILE;R$ 426,57
14/01/2007;CHILE;R$ 636,03
02/01/2013;CHILE;R$ 18,95
03/01/2019;ESPANHA;R$ 887,90
28/02/2005;ESPANHA;R$ 19,87
15/04/2015;ESPANHA;R$ 91,38
24/06/2004;ARGENTINA;R$ 479,41
07/11/2003;CHILE;R$ 907,83
11/03/2004;CHILE;R$ 531,72
13/09/2017;BRASIL;R$ 853,27
11/06/2019;ESPANHA;R$ 355,43
10/07/2006;ARGENTINA;R$ 430,41
09/01/2012;CHILE;R$ 720,91
17/11/2015;BRASIL;R$ 517,37
08/07/2012;MÉXICO;R$ 356,00
05/06/2020;CHILE;R$ 890,05
20/04/2019;ESPANHA;R$ 252,93
17/11/2003;MÉXICO;R$ 80,12
10/01/2008;MÉXICO;R$ 88,34
28/11/2005;ARGENTINA;R$ 526,25
07/01/2012;CHILE;R$ 18,34
20/04/2001;BRASIL;R$ 102,49
06/09/2009;MÉXICO;R$ 162,13
